N1309,Bundesland,Gebietsname,Wahlberechtigte,Abgegebene,Ungültige,Gültige,SPÖ,ÖVP,FPÖ,BZÖ,GRÜNE,FRANK,NEOS,KPÖ,PIRAT,CPÖ,WANDL,M,EUAUS,SLP,Column
G32216,Niederösterreich,Raabs an der Thaya,2391,1673,51,1622,290,844,247,35,86,72,37,4,7,,,,,,
G32217,Niederösterreich,Thaya,1200,863,17,846,155,402,182,10,43,33,15,3,3,,,,,,
G32219,Niederösterreich,Vitis,2205,1649,65,1584,389,731,209,38,90,84,34,4,5,,,,,,
G32220,Niederösterreich,Waidhofen an der Thaya,4799,3279,94,3185,633,1211,626,101,326,134,109,25,20,,,,,,
G32221,Niederösterreich,Waidhofen an der Thaya-Land,1015,737,17,720,108,338,141,25,49,36,19,1,3,,,,,,
G32222,Niederösterreich,Waldkirchen an der Thaya,488,373,4,369,72,201,54,3,14,15,6,4,0,,,,,,
G32223,Niederösterreich,Windigsteig,848,637,12,625,149,277,103,10,39,23,15,5,4,,,,,,
G32301,Niederösterreich,Bad Fischau-Brunn,2442,1750,29,1721,457,420,349,54,229,72,112,14,14,,,,,,
G32302,Niederösterreich,Bad Schönau,602,468,8,460,73,193,103,27,17,32,8,3,4,,,,,,
G32304,Niederösterreich,Ebenfurth,2094,1410,33,1377,645,162,324,25,92,65,48,11,5,,,,,,
G32305,Niederösterreich,Eggendorf,3536,2549,37,2512,936,343,770,56,125,160,95,16,11,,,,,,
G32306,Niederösterreich,Bad Erlach,2334,1735,25,1710,395,678,346,52,92,89,42,11,5,,,,,,
G32307,Niederösterreich,Felixdorf,3229,2308,44,2264,909,375,508,53,179,125,85,13,17,,,,,,
G32308,Niederösterreich,Gutenstein,1043,720,21,699,186,270,122,19,51,30,14,2,5,,,,,,
G32309,Niederösterreich,Hochneukirchen-Gschaidt,1388,1096,21,1075,148,586,207,15,39,43,25,7,5,,,,,,
G32310,Niederösterreich,Hochwolkersdorf,840,674,17,657,220,235,123,7,35,22,10,1,4,,,,,,
G32311,Niederösterreich,Hohe Wand,1134,852,25,827,170,318,157,22,74,52,22,9,3,,,,,,
G32312,Niederösterreich,Hollenthon,857,706,14,692,127,332,135,27,30,23,17,0,1,,,,,,
G32313,Niederösterreich,Katzelsdorf,2491,1920,43,1877,430,469,380,74,246,127,123,16,12,,,,,,
G32314,Niederösterreich,Kirchschlag in der Buckligen Welt,2361,1846,61,1785,260,880,340,59,95,75,57,9,10,,,,,,
G32315,Niederösterreich,Krumbach,1886,1494,48,1446,235,621,293,49,98,101,35,6,8,,,,,,
G32316,Niederösterreich,Lanzenkirchen,3032,2268,48,2220,706,535,550,52,154,103,81,18,21,,,,,,
G32317,Niederösterreich,Lichtenegg,871,701,28,673,50,396,108,10,48,34,18,1,8,,,,,,
G32318,Niederösterreich,Lichtenwörth,2227,1596,23,1573,516,313,394,42,142,95,55,8,8,,,,,,
G32319,Niederösterreich,Markt Piesting,2188,1627,38,1589,343,506,343,45,175,76,79,14,8,,,,,,
G32320,Niederösterreich,Matzendorf-Hölles,1566,1208,23,1185,312,374,268,32,60,90,31,7,11,,,,,,
G32321,Niederösterreich,Miesenbach,567,436,8,428,89,181,76,23,22,24,9,2,2,,,,,,
G32322,Niederösterreich,Muggendorf,402,332,16,316,60,130,61,12,18,19,8,6,2,,,,,,
G32323,Niederösterreich,Pernitz,1992,1431,38,1393,440,305,324,52,127,70,52,7,16,,,,,,
G32324,Niederösterreich,Rohr im Gebirge,383,296,9,287,56,108,57,11,17,23,12,2,1,,,,,,
G32325,Niederösterreich,Bromberg,985,810,27,783,130,367,147,20,50,35,29,2,3,,,,,,
G32326,Niederösterreich,Schwarzenbach,844,713,10,703,301,210,138,13,14,15,10,0,2,,,,,,
G32327,Niederösterreich,Sollenau,3693,2585,35,2550,1043,372,673,58,135,168,72,19,10,,,,,,
G32330,Niederösterreich,Theresienfeld,2199,1544,23,1521,539,206,424,34,125,102,63,14,14,,,,,,
G32331,Niederösterreich,Waidmannsfeld,1340,944,23,921,372,154,200,36,76,31,32,9,11,,,,,,
G32332,Niederösterreich,Waldegg,1466,1103,26,1077,359,314,200,50,78,35,30,7,4,,,,,,
G32333,Niederösterreich,Walpersbach,882,703,20,683,197,239,112,21,45,31,31,2,5,,,,,,
G32334,Niederösterreich,Weikersdorf am Steinfelde,858,705,22,683,109,256,192,22,35,41,17,9,2,,,,,,
G32335,Niederösterreich,Wiesmath,1279,1000,24,976,213,419,195,28,47,43,22,5,4,,,,,,
G32336,Niederösterreich,Winzendorf-Muthmannsdorf,1481,1054,23,1031,302,238,207,37,104,79,43,14,7,,,,,,
G32337,Niederösterreich,Wöllersdorf-Steinabrückl,3260,2363,37,2326,740,429,671,70,165,130,87,17,17,,,,,,
G32338,Niederösterreich,Zillingdorf,1571,1227,26,1201,456,237,290,33,85,55,32,5,8,,,,,,
G32401,Niederösterreich,Ebergassing,2686,1840,22,1818,773,248,441,28,142,98,58,13,17,,,,,,
G32402,Niederösterreich,Fischamend,3738,2494,56,2438,931,374,591,76,189,105,101,58,13,,,,,,
G32403,Niederösterreich,Gablitz,3652,2465,45,2420,586,624,441,58,312,132,229,18,20,,,,,,
G32404,Niederösterreich,Gerasdorf bei Wien,8122,5813,66,5747,1819,1015,1472,181,505,325,326,48,56,,,,,,
G32405,Niederösterreich,Gramatneusiedl,2092,1404,28,1376,507,246,317,42,119,71,51,13,10,,,,,,
G32406,Niederösterreich,Himberg,5317,3835,60,3775,1358,662,967,85,286,199,169,31,18,,,,,,
G32407,Niederösterreich,Klein-Neusiedl,654,463,3,460,240,62,84,8,27,18,12,8,1,,,,,,
G32408,Niederösterreich,Klosterneuburg,19812,13785,210,13575,2392,4208,1792,454,2274,563,1646,128,118,,,,,,
G32409,Niederösterreich,Lanzendorf,1300,940,24,916,353,121,248,22,56,54,48,3,11,,,,,,
G32410,Niederösterreich,Leopoldsdorf,3720,2688,42,2646,810,521,614,82,276,138,163,15,27,,,,,,
G32411,Niederösterreich,Maria-Lanzendorf,1602,1112,18,1094,341,208,291,31,94,66,45,10,8,,,,,,
G32412,Niederösterreich,Mauerbach,2870,1999,23,1976,429,529,367,70,263,97,185,20,16,,,,,,
G32413,Niederösterreich,Moosbrunn,1314,1009,15,994,295,269,207,26,74,72,34,7,10,,,,,,
G32415,Niederösterreich,Pressbaum,5280,3588,67,3521,776,914,699,110,495,175,285,30,37,,,,,,
G32416,Niederösterreich,Purkersdorf,6996,4773,97,4676,1255,853,784,144,837,197,490,63,53,,,,,,
G32417,Niederösterreich,Rauchenwarth,517,383,4,379,73,186,52,3,33,7,14,7,4,,,,,,
G32418,Niederösterreich,Schwadorf,1437,1041,24,1017,435,177,207,14,65,72,38,2,7,,,,,,
G32419,Niederösterreich,Schwechat,12198,8305,184,8121,3052,902,2178,222,855,435,310,91,76,,,,,,
G32421,Niederösterreich,Tullnerbach,2092,1510,22,1488,306,404,248,47,214,53,186,13,17,,,,,,
G32423,Niederösterreich,Wolfsgraben,1290,975,10,965,177,256,198,45,150,48,78,9,4,,,,,,
G32424,Niederösterreich,Zwölfaxing,1238,885,23,862,247,173,231,24,74,56,39,8,10,,,,,,
G32501,Niederösterreich,Allentsteig,1690,1208,38,1170,251,459,285,34,49,47,39,1,5,,,,,,
G32502,Niederösterreich,Arbesbach,1402,1050,42,1008,104,585,159,35,52,26,36,6,5,,,,,,
G32503,Niederösterreich,Bärnkopf,307,235,7,228,121,54,37,3,5,3,3,2,0,,,,,,
G32504,Niederösterreich,Echsenbach,1021,801,33,768,121,453,109,11,33,18,18,2,3,,,,,,
G32505,Niederösterreich,Göpfritz an der Wild,1513,1180,36,1144,263,467,270,12,69,37,13,11,2,,,,,,
G32506,Niederösterreich,Grafenschlag,737,581,30,551,88,309,69,16,35,19,8,5,2,,,,,,
G32508,Niederösterreich,Groß Gerungs,3854,2923,109,2814,474,1384,482,53,183,119,86,14,19,,,,,,
G32509,Niederösterreich,Großgöttfritz,1168,966,19,947,162,445,231,25,28,29,22,3,2,,,,,,
G32511,Niederösterreich,Gutenbrunn,460,355,0,355,138,118,71,2,11,7,6,2,0,,,,,,
G32514,Niederösterreich,Kirchschlag,553,457,13,444,94,227,67,16,16,14,8,2,0,,,,,,
G32515,Niederösterreich,Kottes-Purk,1253,996,26,970,175,533,131,17,60,37,11,6,0,,,,,,
G32516,Niederösterreich,Langschlag,1502,1129,52,1077,212,552,172,18,38,45,23,10,7,,,,,,
G32517,Niederösterreich,Martinsberg,947,721,25,696,171,335,114,13,21,26,11,2,3,,,,,,
G32518,Niederösterreich,Ottenschlag,851,675,12,663,123,322,90,28,31,31,32,3,3,,,,,,
G32519,Niederösterreich,Altmelon,718,552,11,541,107,262,108,18,12,24,4,0,6,,,,,,
G32520,Niederösterreich,Pölla,823,609,19,590,115,297,114,7,21,22,11,2,1,,,,,,
G32521,Niederösterreich,Rappottenstein,1446,1107,37,1070,148,527,192,30,59,51,47,8,8,,,,,,
G32522,Niederösterreich,Sallingberg,1102,853,24,829,106,460,141,19,35,44,12,3,9,,,,,,
G32523,Niederösterreich,Schönbach,704,562,21,541,90,320,59,14,23,20,11,3,1,,,,,,
G32524,Niederösterreich,Schwarzenau,1255,982,27,955,286,353,177,13,55,39,22,6,4,,,,,,
G32525,Niederösterreich,Schweiggers,1650,1308,30,1278,93,852,157,26,49,53,38,1,9,,,,,,
G32528,Niederösterreich,Bad Traunstein,864,648,11,637,73,464,54,10,16,10,4,2,4,,,,,,
G32529,Niederösterreich,Waldhausen,1049,805,14,791,143,402,117,18,46,39,16,3,7,,,,,,
G32530,Niederösterreich,Zwettl-Niederösterreich,9484,7196,201,6995,1145,3331,1107,155,640,268,271,33,45,,,,,,
G40101,Oberösterreich,Linz,140809,87131,1671,85460,29562,12349,17409,2463,13674,3702,3986,1216,792,167,140,,,,
G40201,Oberösterreich,Steyr,28386,18660,345,18315,7125,2107,4144,611,2198,1068,649,190,147,51,25,,,,
G40301,Oberösterreich,Wels,40671,26608,411,26197,8613,3625,7365,894,3048,1199,942,206,201,62,42,,,,
G40401,Oberösterreich,Altheim,3806,2642,82,2560,732,595,751,93,187,115,60,9,11,6,1,,,,
G40402,Oberösterreich,Aspach,1966,1366,44,1322,203,549,321,48,91,64,24,3,10,7,2,,,,
G40403,Oberösterreich,Auerbach,403,315,11,304,17,137,103,7,20,9,3,0,3,5,0,,,,
G40404,Oberösterreich,Braunau am Inn,12066,7021,143,6878,2270,1098,1802,269,810,309,194,49,51,16,10,,,,
G40405,Oberösterreich,Burgkirchen,2026,1371,39,1332,239,494,319,54,121,59,30,4,10,0,2,,,,
G40406,Oberösterreich,Eggelsberg,1756,1147,42,1105,190,327,325,34,101,61,42,7,12,4,2,,,,
G40407,Oberösterreich,Feldkirchen bei Mattighofen,1546,1037,45,992,128,340,314,32,83,53,17,5,12,6,2,,,,
G40408,Oberösterreich,Franking,715,450,15,435,78,165,104,19,29,19,17,2,1,1,0,,,,
G40409,Oberösterreich,Geretsberg,848,530,17,513,80,202,123,13,47,23,15,0,7,1,2,,,,
G40410,Oberösterreich,Gilgenberg am Weilhart,1006,666,16,650,70,269,164,20,49,50,16,5,5,0,2,,,,
G40411,Oberösterreich,Haigermoos,464,319,8,311,56,130,65,11,29,11,8,0,1,0,0,,,,
G40412,Oberösterreich,Handenberg,1048,725,16,709,103,289,190,26,37,28,17,4,4,11,0,,,,
G40413,Oberösterreich,Helpfau-Uttendorf,2387,1588,51,1537,337,467,403,58,97,101,46,6,11,6,5,,,,
G40414,Oberösterreich,Hochburg-Ach,2198,1344,31,1313,237,496,271,40,128,74,45,4,8,9,1,,,,
G40415,Oberösterreich,Höhnhart,1143,782,19,763,156,277,230,17,32,26,11,4,4,6,0,,,,
G40416,Oberösterreich,Jeging,510,370,9,361,96,109,94,12,13,17,10,3,5,2,0,,,,
G40417,Oberösterreich,Kirchberg bei Mattighofen,913,623,17,606,82,223,152,27,68,22,25,2,2,3,0,,,,
G40418,Oberösterreich,Lengau,3489,2399,83,2316,742,480,591,67,256,105,49,9,11,1,5,,,,
G40419,Oberösterreich,Lochen am See,2025,1449,52,1397,205,507,360,56,122,78,46,8,7,5,3,,,,
G40420,Oberösterreich,Maria Schmolln,1143,789,29,760,131,335,179,24,50,20,16,2,0,2,1,,,,
G40421,Oberösterreich,Mattighofen,3734,2294,58,2236,775,331,593,88,214,123,64,15,21,7,5,,,,
G40422,Oberösterreich,Mauerkirchen,1629,940,23,917,240,229,259,37,60,57,17,5,4,9,0,,,,
G40423,Oberösterreich,Mining,933,660,23,637,131,219,136,27,61,28,25,0,6,4,0,,,,
G40424,Oberösterreich,Moosbach,757,537,9,528,68,168,191,18,34,30,12,2,4,1,0,,,,
G40425,Oberösterreich,Moosdorf,1233,819,21,798,248,206,162,23,92,24,24,6,11,1,1,,,,
G40426,Oberösterreich,Munderfing,2212,1475,56,1419,381,449,282,65,112,67,44,5,8,5,1,,,,
G40427,Oberösterreich,Neukirchen an der Enknach,1735,1186,33,1153,256,373,316,44,76,54,17,5,5,7,0,,,,
G40428,Oberösterreich,Ostermiething,2389,1454,69,1385,268,433,333,55,148,85,37,5,11,4,6,,,,
G40429,Oberösterreich,Palting,760,531,21,510,83,194,111,19,51,36,10,1,3,1,1,,,,
G40430,Oberösterreich,Perwang am Grabensee,719,497,17,480,81,163,106,18,64,26,15,3,3,0,1,,,,
G40431,Oberösterreich,Pfaffstätt,746,503,20,483,117,153,115,16,43,25,7,2,5,0,0,,,,
G40432,Oberösterreich,Pischelsdorf am Engelbach,1302,931,21,910,142,362,265,17,55,49,10,5,3,1,1,,,,
G40433,Oberösterreich,Polling im Innkreis,771,553,11,542,91,196,176,17,21,29,7,3,1,0,1,,,,
G40434,Oberösterreich,Roßbach,773,556,15,541,116,190,149,14,26,25,12,3,5,1,0,,,,
G40435,Oberösterreich,Sankt Georgen am Fillmannsbach,321,221,1,220,25,66,94,7,7,13,0,1,1,5,1,,,,
G40436,Oberösterreich,Sankt Johann am Walde,1667,1148,39,1109,345,318,275,32,67,42,21,5,2,2,0,,,,
G40437,Oberösterreich,Sankt Pantaleon,2345,1535,39,1496,421,328,405,41,143,98,29,15,11,3,2,,,,
G40438,Oberösterreich,Sankt Peter am Hart,1846,1239,40,1199,300,316,272,58,135,71,29,9,7,2,0,,,,
G40439,Oberösterreich,Sankt Radegund,471,349,9,340,30,192,41,7,46,11,7,3,3,0,0,,,,
G40440,Oberösterreich,Sankt Veit im Innkreis,327,246,7,239,63,80,61,4,13,12,1,0,2,3,0,,,,
G40441,Oberösterreich,Schalchen,2833,1869,44,1825,523,402,499,70,175,96,37,8,11,3,1,,,,
G40442,Oberösterreich,Schwand im Innkreis,709,505,12,493,63,219,107,21,42,22,11,2,3,0,3,,,,
G40443,Oberösterreich,Tarsdorf,1615,1074,37,1037,149,389,280,33,101,46,18,4,6,11,0,,,,
G40444,Oberösterreich,Treubach,581,387,10,377,35,169,116,15,17,14,8,0,3,0,0,,,,
G40445,Oberösterreich,Überackern,441,261,8,253,62,95,55,5,16,14,2,2,0,1,1,,,,
G40446,Oberösterreich,Weng im Innkreis,1139,798,25,773,142,274,242,26,37,25,24,1,2,0,0,,,,
G40501,Oberösterreich,Alkoven,4391,3324,85,3239,1107,628,713,109,378,157,91,18,23,9,6,,,,
G40502,Oberösterreich,Aschach an der Donau,1654,1264,32,1232,352,252,306,43,173,52,34,10,7,1,2,,,,
G40503,Oberösterreich,Eferding,2868,2016,44,1972,597,462,429,59,234,70,74,21,18,6,2,,,,
G40504,Oberösterreich,Fraham,1834,1386,33,1353,431,278,324,52,136,71,41,7,10,3,0,,,,
G40505,Oberösterreich,Haibach ob der Donau,1091,808,25,783,189,299,123,23,91,35,12,4,5,1,1,,,,
G40506,Oberösterreich,Hartkirchen,3378,2527,48,2479,549,702,664,96,258,117,58,11,18,2,4,,,,
G40507,Oberösterreich,Hinzenbach,1566,1218,26,1192,324,334,302,33,110,55,23,3,7,0,1,,,,
G40508,Oberösterreich,Prambachkirchen,2259,1717,48,1669,339,561,425,52,143,89,35,9,9,6,1,,,,
G40509,Oberösterreich,Pupping,1578,1080,17,1063,258,311,270,26,125,41,19,3,4,4,2,,,,
G40510,Oberösterreich,Sankt Marienkirchen an der Polsenz,1834,1420,48,1372,344,404,330,49,136,48,30,12,11,5,3,,,,
G40511,Oberösterreich,Scharten,1714,1360,26,1334,332,297,348,56,181,54,35,4,9,14,4,,,,
G40512,Oberösterreich,Stroheim,1313,999,42,957,141,365,228,42,76,63,29,4,4,2,3,,,,
G40601,Oberösterreich,Freistadt,5893,4269,92,4177,1184,1093,787,185,551,178,90,47,52,9,1,,,,
G40602,Oberösterreich,Grünbach,1523,1111,36,1075,234,325,259,55,95,54,28,8,11,2,4,,,,
G40603,Oberösterreich,Gutau,2200,1677,50,1627,479,556,261,81,139,48,29,16,10,4,4,,,,
G40604,Oberösterreich,Hagenberg im Mühlkreis,2211,1596,32,1564,439,367,327,55,223,68,44,11,25,2,3,,,,
G40605,Oberösterreich,Hirschbach im Mühlkreis,951,743,34,709,137,307,93,28,87,22,16,6,7,4,2,,,,
G40606,Oberösterreich,Kaltenberg,502,409,9,400,29,237,82,10,17,16,5,0,2,2,0,,,,
G40607,Oberösterreich,Kefermarkt,1653,1238,42,1196,366,353,212,57,109,49,33,6,8,2,1,,,,
G40608,Oberösterreich,Königswiesen,2569,1966,86,1880,413,775,403,42,134,56,27,11,5,12,2,,,,
G40609,Oberösterreich,Lasberg,2271,1716,44,1672,347,621,250,66,245,62,36,16,18,7,4,,,,
G40610,Oberösterreich,Leopoldschlag,851,660,38,622,112,290,99,24,44,29,16,0,6,1,1,,,,
G40611,Oberösterreich,Liebenau,1409,1044,32,1012,269,426,171,26,38,39,17,10,8,7,1,,,,
G40612,Oberösterreich,Neumarkt im Mühlkreis,2538,1934,70,1864,494,579,293,70,265,72,62,13,9,4,3,,,,
G40613,Oberösterreich,Pierbach,796,616,21,595,122,240,139,16,32,24,11,2,1,7,1,,,,
G40614,Oberösterreich,Pregarten,4142,3160,97,3063,962,783,577,116,321,144,86,26,28,13,7,,,,
G40615,Oberösterreich,Rainbach im Mühlkreis,2324,1692,64,1628,411,680,236,60,129,51,27,6,20,7,1,,,,
G40616,Oberösterreich,Sandl,1182,923,32,891,316,253,136,30,70,38,19,14,6,7,2,,,,
G40617,Oberösterreich,Sankt Leonhard bei Freistadt,1154,931,36,895,235,351,161,18,47,43,19,8,6,6,1,,,,
G40618,Oberösterreich,Sankt Oswald bei Freistadt,2232,1702,41,1661,529,506,342,64,103,57,28,11,15,5,1,,,,
G40619,Oberösterreich,Schönau im Mühlkreis,1573,1273,41,1232,257,506,239,37,83,62,23,6,11,4,4,,,,
G40620,Oberösterreich,Tragwein,2474,1966,58,1908,622,620,283,59,178,59,53,10,16,6,2,,,,
G40621,Oberösterreich,Unterweißenbach,1893,1399,58,1341,282,541,355,23,68,42,15,4,5,4,2,,,,
G40622,Oberösterreich,Unterweitersdorf,1643,1311,38,1273,416,286,246,52,173,37,36,12,8,4,3,,,,
G40623,Oberösterreich,Waldburg,1078,843,17,826,207,293,133,28,99,34,14,5,8,4,1,,,,
G40624,Oberösterreich,Wartberg ob der Aist,3402,2557,76,2481,805,521,484,120,325,106,74,18,18,3,7,,,,
G40625,Oberösterreich,Weitersfelden,862,673,20,653,155,280,104,25,48,16,20,1,3,0,1,,,,
G40626,Oberösterreich,Windhaag bei Freistadt,1295,1001,37,964,214,424,169,33,59,38,13,8,4,1,1,,,,
G40627,Oberösterreich,Bad Zell,2263,1809,56,1753,317,677,326,71,227,69,27,14,14,7,4,,,,
G40701,Oberösterreich,Altmünster,7754,5370,165,5205,1343,1226,1030,216,765,277,222,42,35,33,16,,,,
G40702,Oberösterreich,Bad Goisern am Hallstättersee,6089,4274,126,4148,1736,512,848,174,384,229,115,62,31,44,13,,,,
G40703,Oberösterreich,Bad Ischl,10792,7138,192,6946,2177,1257,1387,313,917,373,321,100,63,18,20,,,,
G40704,Oberösterreich,Ebensee,6453,4449,118,4331,1909,674,729,148,448,193,137,46,30,11,6,,,,
G40705,Oberösterreich,Gmunden,10132,6262,128,6134,1409,1446,1118,317,1001,338,380,40,48,21,16,,,,
G40706,Oberösterreich,Gosau,1467,1054,39,1015,455,205,151,50,62,44,32,7,4,5,0,,,,
G40707,Oberösterreich,Grünau im Almtal,1623,1183,36,1147,355,295,240,41,98,63,29,10,11,1,4,,,,
G40708,Oberösterreich,Gschwandt,2122,1618,52,1566,378,430,365,55,188,59,57,12,10,7,5,,,,
G40709,Oberösterreich,Hallstatt,640,475,11,464,199,70,58,11,71,18,11,17,6,2,1,,,,
G40710,Oberösterreich,Kirchham,1593,1185,37,1148,160,487,228,46,106,72,27,6,9,7,0,,,,
G40711,Oberösterreich,Laakirchen,7122,5036,122,4914,1829,927,1029,173,497,219,135,38,43,18,6,,,,
G40712,Oberösterreich,Obertraun,588,441,19,422,209,59,53,19,42,18,2,18,0,1,1,,,,
G40713,Oberösterreich,Ohlsdorf,3943,2792,85,2707,769,587,642,98,309,152,98,18,19,14,1,,,,
G40714,Oberösterreich,Pinsdorf,2940,2072,54,2018,643,323,510,86,249,101,71,13,16,5,1,,,,
G40715,Oberösterreich,Roitham,1620,1154,29,1125,323,288,275,45,97,46,29,8,6,7,1,,,,
G40716,Oberösterreich,Sankt Konrad,879,616,21,595,134,229,100,31,59,17,11,6,3,5,0,,,,
G40717,Oberösterreich,St. Wolfgang im Salzkammergut,2159,1449,54,1395,376,413,269,67,115,71,50,12,17,5,0,,,,
G40718,Oberösterreich,Traunkirchen,1330,938,28,910,211,238,148,47,155,41,53,4,5,8,0,,,,
G40719,Oberösterreich,Scharnstein,3710,2632,76,2556,748,571,591,109,253,143,86,19,20,9,7,,,,
G40720,Oberösterreich,Vorchdorf,5706,4037,105,3932,1058,885,946,148,453,241,123,25,26,21,6,,,,
G40801,Oberösterreich,Aistersheim,657,465,16,449,84,151,116,19,32,20,21,2,1,2,1,,,,
G40802,Oberösterreich,Bad Schallerbach,2899,1969,49,1920,495,472,485,68,225,92,56,6,10,6,5,,,,
G40803,Oberösterreich,Bruck-Waasen,1873,1361,49,1312,217,509,287,62,124,63,35,4,6,3,2,,,,
G40804,Oberösterreich,Eschenau im Hausruckkreis,898,701,26,675,82,278,188,15,51,30,13,6,8,1,3,,,,
G40805,Oberösterreich,Gallspach,1868,1293,24,1269,340,241,402,33,121,57,44,6,9,15,1,,,,
G40806,Oberösterreich,Gaspoltshofen,2819,1923,67,1856,399,517,554,57,188,61,33,13,21,8,5,,,,
G40807,Oberösterreich,Geboltskirchen,1138,860,38,822,207,257,179,30,77,45,5,4,7,10,1,,,,
G40808,Oberösterreich,Grieskirchen,3551,2532,75,2457,604,571,603,109,316,101,105,15,17,12,4,,,,
G40809,Oberösterreich,Haag am Hausruck,1651,1166,31,1135,299,318,270,28,127,38,32,5,8,8,2,,,,
G40810,Oberösterreich,Heiligenberg,537,439,16,423,26,210,110,12,33,23,5,2,1,1,0,,,,
G40811,Oberösterreich,Hofkirchen an der Trattnach,1222,880,27,853,155,291,221,29,72,38,22,9,11,3,2,,,,
G40812,Oberösterreich,Kallham,2063,1540,59,1481,311,483,350,56,135,69,57,5,10,3,2,,,,
G40813,Oberösterreich,Kematen am Innbach,1028,733,18,715,141,186,234,35,55,37,14,7,3,2,1,,,,
G40814,Oberösterreich,Meggenhofen,1085,827,17,810,149,330,154,20,93,31,20,6,6,1,0,,,,
G40815,Oberösterreich,Michaelnbach,1027,743,35,708,103,314,139,27,54,47,15,2,5,1,1,,,,
G40816,Oberösterreich,Natternbach,1938,1462,55,1407,336,432,343,45,113,70,42,6,13,5,2,,,,
G40817,Oberösterreich,Neukirchen am Walde,1347,1011,34,977,168,391,227,32,77,44,17,11,4,4,2,,,,
G40818,Oberösterreich,Neumarkt im Hausruckkreis,1115,737,14,723,216,165,203,25,53,33,17,8,3,0,0,,,,
G40819,Oberösterreich,Peuerbach,1781,1254,43,1211,228,419,260,45,140,79,19,7,6,4,4,,,,
G40820,Oberösterreich,Pötting,444,349,5,344,37,213,45,7,26,11,2,0,3,0,0,,,,
G40821,Oberösterreich,Pollham,777,608,22,586,75,199,94,38,85,64,20,0,3,7,1,,,,
G40822,Oberösterreich,Pram,1465,1016,32,984,215,256,282,40,101,40,24,6,12,6,2,,,,
G40823,Oberösterreich,Rottenbach,829,649,22,627,121,177,190,28,45,34,13,5,7,6,1,,,,
G40824,Oberösterreich,Sankt Agatha,1737,1265,46,1219,221,528,248,48,96,42,26,5,3,2,0,,,,
G40825,Oberösterreich,Sankt Georgen bei Grieskirchen,969,726,29,697,147,211,153,25,88,27,33,2,4,4,3,,,,
G40826,Oberösterreich,Sankt Thomas,399,332,14,318,24,108,95,7,43,26,5,4,3,1,2,,,,
G40827,Oberösterreich,Schlüßlberg,2353,1713,36,1677,578,333,406,66,150,71,42,11,13,6,1,,,,
G40828,Oberösterreich,Steegen,902,592,25,567,103,205,127,27,65,24,11,2,2,1,0,,,,
G40829,Oberösterreich,Taufkirchen an der Trattnach,1627,1140,39,1101,200,364,318,38,89,48,21,5,12,3,3,,,,
G40830,Oberösterreich,Tollet,731,572,19,553,128,191,98,23,79,17,12,1,3,1,0,,,,
G40831,Oberösterreich,Waizenkirchen,2906,2174,50,2124,382,799,471,70,213,90,70,10,11,3,5,,,,
G40832,Oberösterreich,Wallern an der Trattnach,2321,1705,40,1665,478,396,419,56,164,69,56,6,17,2,2,,,,
G40833,Oberösterreich,Weibern,1297,940,41,899,139,337,187,26,106,54,29,1,10,7,3,,,,
G40834,Oberösterreich,Wendling,630,462,18,444,59,187,114,12,35,16,13,3,2,1,2,,,,
G40901,Oberösterreich,Edlbach,524,390,5,385,78,154,72,22,23,8,13,6,3,4,2,,,,
G40902,Oberösterreich,Grünburg,2881,1969,52,1917,565,456,516,74,123,107,36,7,20,9,4,,,,
G40903,Oberösterreich,Hinterstoder,752,504,9,495,93,164,121,16,41,42,15,2,0,0,1,,,,
G40904,Oberösterreich,Inzersdorf im Kremstal,1524,1151,39,1112,239,330,286,31,117,50,40,6,9,2,2,,,,
G40905,Oberösterreich,Kirchdorf an der Krems,3170,2059,58,2001,633,384,443,59,298,71,69,9,24,8,3,,,,
G40906,Oberösterreich,Klaus an der Pyhrnbahn,849,585,7,578,256,93,119,23,36,28,11,3,4,4,1,,,,
G40907,Oberösterreich,Kremsmünster,4751,3203,70,3133,632,941,655,158,357,186,133,15,47,7,2,,,,
G40908,Oberösterreich,Micheldorf in Oberösterreich,4527,3402,85,3317,1071,559,798,107,403,196,114,25,28,10,6,,,,
G40909,Oberösterreich,Molln,2772,2017,40,1977,628,407,483,98,172,92,43,14,18,18,4,,,,
G40910,Oberösterreich,Nußbach,1809,1389,37,1352,261,550,239,42,140,57,44,6,7,5,1,,,,
G40911,Oberösterreich,Oberschlierbach,369,280,8,272,65,97,41,7,40,8,8,1,1,4,0,,,,
G40912,Oberösterreich,Pettenbach,3855,2892,81,2811,619,764,683,123,277,197,80,29,25,9,5,,,,
